show_id;title;synopsis;release_year;date_added;duration;content_type_id_fk;rating_id_fk
81065786;Used Goods;To evade greedy pharmaceutical crooks a medical scientist disguises himself as a struggling salesman to protect his groundbreaking cancer research.;2018;2019-09-01;95 min;2;4
70087541;You Don't Mess with the Zohan;An Israeli counterterrorism soldier with a secretly fabulous ambition to become a Manhattan hairstylist will do anything to make his dreams come true.;2008;2019-09-01;113 min;2;13
80226089;Luo Bao Bei;A bright and spirited seven-year-old girl uses her vivid dreamlike imagination to navigate everyday adventures alongside her real and imaginary BFFs.;2018;2019-08-31;1 Season;1;3
81034010;Back to School;Eager to flaunt their success in front of old bullies and teenage crushes two best friends spend a wild night at their middle school reunion.;2019;2019-08-30;84 min;2;4
80992137;CAROLE & TUESDAY;Part-timer Carole meets rich girl Tuesday and each realizes they've found the musical partner they need. Together they just might make it.;2019;2019-08-30;1 Season;1;4
81091381;Feo pero sabroso;When an unattractive man gets engaged to a beautiful woman their families oppose the union and the priest set to perform the ceremony is kidnapped.;2018;2019-08-30;91 min;2;4
81141694;Mi amigo Alexis;When a young soccer fan and his idol forge an unexpected friendship the connection teaches them both lessons about life and their love of the game.;2019;2019-08-30;102 min;2;5
80211492;Mighty Little Bheem;An innocent toddler’s boundless curiosity – and extraordinary might – lead to mischief and adventure in his small Indian town.;2019;1900-01-01;2 Seasons;1;3
80204364;Styling Hollywood;Whether styling superstars or elevating A-list homes couple Jason Bolden and Adair Curtis of JSN Studio connect famous clientele with the chicest looks.;2019;2019-08-30;1 Season;1;1
80196382;The A List;Romance rivalry and radical mystery collide as a group of teens attend a remote island sleepaway camp in this suspenseful supernatural drama.;2018;2019-08-30;1 Season;1;5
80148535;The Dark Crystal: Age of Resistance;As power-hungry overlords drain life from the planet Thra a group of brave Gelfling unite on a quest to save their world and fight off the darkness.;2019;2019-08-30;1 Season;1;5
80999091;The Good Bandit;A near-death experience spurs a feared drug lord to leave behind his life of crime and infidelity to the disbelief of everyone close to him.;2018;2019-08-30;1 Season;1;4
80063224;The Great British Baking Show;A talented batch of amateur bakers face off in a 10-week competition whipping up their best dishes in the hopes of being named the U.K.'s best.;2019;1900-01-01;7 Seasons;1;5
80063599;True and the Rainbow Kingdom;When something's wrong in the Rainbow Kingdom bighearted guardian True and her best friend Bartleby are there to grant wishes and save the day.;2019;1900-01-01;3 Seasons;1;3
80209658;Unbridled;Desperate to keep her husband’s secret a devoted politician’s wife struggles to stave off threats that could ruin their promising new life.;2018;2019-08-30;100 min;2;4
81167494;Expo;Mistakenly accused of kidnapping a veteran soldier leaves a trail of broken bad guys in his wake as he tries to rescue a teen sex trafficking victim.;2019;2019-08-29;81 min;2;1
80999781;Falling Inn Love;When a San Francisco exec wins a New Zealand inn she ditches city life to remodel and flip the rustic property with help from a handsome contractor.;2019;2019-08-29;98 min;2;5
80997400;Kardec;In Catholic 19th-century France professor Léon Rivail attends a séance and is moved to found spiritism putting him in the authorities' sights.;2019;2019-08-29;110 min;2;1
70292992;Starred Up;A British juvenile offender's violent temper gets him transferred to an adult prison where he encounters his estranged father.;2013;2019-08-29;106 min;2;4
80198991;Workin' Moms;Maternity leave is over and it's time for these four moms to return to work while navigating kids bosses love and life in modern-day Toronto.;2019;1900-01-01;3 Seasons;1;4
81029611;Droppin' Cash: Los Angeles;This Complex series follows the paper trail of musicians and athletes in Los Angeles as they blow through stacks on the finer things in life.;2019;1900-01-01;2 Seasons;1;4
81046796;Travis Scott: Look Mom I Can Fly;"While crafting his Grammy-nominated album ""Astroworld"" Travis Scott juggles controversy fatherhood and career highs in this intimate documentary.";2019;2019-08-28;85 min;2;4
80121349;Van Helsing;After three years in a coma Vanessa awakens to a world ravaged by vampires. Now she and a motley band of fellow survivors fight to stay alive.;2018;1900-01-01;3 Seasons;1;4
81004322;Million Pound Menu;Next-gen restaurateurs get the chance to open their own pop-up eateries to impress the paying public – and a panel of discerning U.K. investors.;2019;1900-01-01;2 Seasons;1;4
80113701;The Good Place;Due to an error self-absorbed Eleanor Shellstrop arrives at the Good Place after her death. Determined to stay she tries to become a better person.;2018;1900-01-01;3 Seasons;1;1
81140577;Dave Chappelle: Sticks & Stones;Dave Chappelle takes on gun culture the opioid crisis and the tidal wave of celebrity scandals in a defiant stand-up special filmed in Atlanta.;2019;2019-08-26;66 min;2;4
81003736;One Last Thing;After 25 years of searching a lonely dentist finds his long-lost daughter but learns that she suffers from a rare medical condition.;2018;2019-08-25;92 min;2;4
81036530;Drink Drank Drunk;Too hungover to report as a witness in a criminal trial the day after his birthday party a young man and his pals do some unexpected soul-searching.;2016;2019-08-24;92 min;2;4
81145277;Fanatic;When a successful young rap star has an affair with an obsessive fan his life is turned upside down when she kidnaps him.;2019;2019-08-24;91 min;2;1
80117470;13 Reasons Why;After a teenage girl's perplexing suicide a classmate receives a series of tapes that unravel the mystery of her tragic choice.;2019;1900-01-01;3 Seasons;1;4
80996791;13 Reasons Why: Beyond the Reasons;"Cast members writers producers and mental health professionals discuss some of the difficult issues and themes explored in ""13 Reasons Why.""";2019;1900-01-01;3 Seasons;1;4
80200027;HERO MASK;After a rash of mysterious deaths Crown prosecutor Sarah Sinclair and SSC agent James Blood discover a conspiracy surrounding uncanny new bio-masks.;2019;1900-01-01;2 Seasons;1;1
81155859;Kaake Da Viyah;In this zany comedy a man is torn between the girl he loves and the respective women his warring mother and grandmother have chosen for him to marry.;2019;2019-08-23;133 min;2;5
81155858;Marriage Palace;After a young man charms the girl he loves into accepting his proposal an accidental swap on their wedding day leads him to marry the wrong bride.;2018;2019-08-23;135 min;2;1
81147910;Mayday Life;Mayday's Life Tour concert unfolds as five fading superheroes are summoned to save the world from an extraterrestrial enemy that detests sound.;2019;2019-08-23;120 min;2;5
80203254;Rust Valley Restorers;Old-school auto collector Mike Hall his pal Avery Shoaf and son Connor Hall go the extra mile to restore retro cars – and hopefully turn a profit.;2019;2019-08-23;1 Season;1;1
81155802;Saavat;In rural India a detective's investigation of seven confounding suicides uncovers revelations about the myths and mindsets of the rest of the village.;2019;2019-08-23;118 min;2;1
70285728;The Congress;Actress Robin Wright plays herself in this surreal drama about a film star who agrees to have her digital image recorded for reuse in future films.;2013;2019-08-23;123 min;2;4
80168068;Love Alarm;In a world where an app alerts people if someone in the vicinity likes them Kim Jojo experiences young love while coping with personal adversities.;2019;2019-08-22;1 Season;1;4
81090071;American Factory;In this documentary hopes soar when a Chinese company reopens a shuttered factory in Ohio. But a culture clash threatens to shatter an American dream.;2019;2019-08-21;110 min;2;1
81151880;Game Over (Hindi Version);As a series of murders hit close to home a video game designer with post-traumatic stress must confront her demons or risk becoming their victim.;2019;2019-08-21;98 min;2;4
81151877;Game Over (Tamil Version);As a series of murders hit close to home a video game designer with post-traumatic stress must confront her demons or risk becoming their victim.;2019;2019-08-21;98 min;2;4
81151878;Game Over (Telugu Version);As a series of murders hit close to home a video game designer with PTSD must confront her demons or risk becoming their victim.;2019;2019-08-21;98 min;2;4
80189648;Hyperdrive;Elite street racers from around the world test their limits in supercharged custom cars on the biggest baddest automotive obstacle course ever built.;2019;2019-08-21;1 Season;1;5
81144912;The Girl Allergic to Wi-Fi;When an internet-obsessed teen develops a rare illness that forces her to move to a remote town she must navigate her relationships without technology.;2018;2019-08-21;104 min;2;4
60021787;Gangs of New York;In the crime-ridden slums of New York in the 1860s vengeful orphan Amsterdam Vallon joins the cutthroat gang of his father's killer Bill the Butcher.;2002;2019-08-20;167 min;2;6
81082125;Our Planet - Behind The Scenes;Years spent recording footage of creatures from every corner of the globe is bound to produce a bit of drama. Here's a behind-the-scenes look.;2019;2019-08-20;63 min;2;2
81045860;Simon Amstell: Set Free;Honest introspective comic Simon Amstell digs deep and delivers a uniquely vulnerable stand-up set on love ego intimacy and ayahuasca.;2019;2019-08-20;52 min;2;4
81040407;45 rpm;In 1960s Madrid music producer Guillermo Rojas launches a rock 'n' roll label with the help of aspiring singer Robert and clever producer Maribel.;2019;2019-08-16;1 Season;1;4
81106517;Apache: The Life of Carlos Tevez;This gritty dramatization of the life of Carlos Tevez shows his rise to soccer stardom amid the harrowing conditions in Argentina's Fuerte Apache.;2019;2019-08-16;1 Season;1;4
81026915;Better Than Us;A family on the brink of splitting up become the owners of a cutting-edge robot being sought by a corporation homicide investigators and terrorists.;2019;2019-08-16;1 Season;1;4
70304252;Blue Exorcist;Determined to throw off the curse of being Satan's illegitimate son Rin enters the True Cross Academy to become an exorcist just like his mentor.;2011;2019-08-16;1 Season;1;1
80201543;Diagnosis;Dr. Lisa Sanders crowdsources diagnoses for mysterious and rare medical conditions in a documentary series based on her New York Times Magazine column.;2019;2019-08-16;1 Season;1;1
81092330;For Love or Money;When a goofy but likable millionaire discovers his fiancée’s plan to steal his wealth he devises an unromantic scheme to make her life a living hell.;2019;2019-08-16;95 min;2;4
80205594;Green Frontier;When a young Bogotá-based detective gets drawn into the jungle to investigate four femicides she uncovers magic an evil plot and her own true origins.;2019;2019-08-16;1 Season;1;4
70204989;Gunslinger Girl;On the surface the Social Welfare Agency appears to help orphaned schoolgirls but it's actually turning them into lethal agents.;2008;1900-01-01;2 Seasons;1;1
81091957;Invader Zim: Enter the Florpus;When Zim reappears to begin the next phase of his evil alien plan to conquer Earth his nemesis Dib Membrane sets out to unmask him once and for all.;2019;2019-08-16;72 min;2;11
80114855;MINDHUNTER;In the late 1970s two FBI agents expand criminal science by delving into the psychology of murder and getting uneasily close to all-too-real monsters.;2019;1900-01-01;2 Seasons;1;4
81003033;QB1: Beyond the Lights;This riveting series follows three star high school quarterbacks as they play their final season before moving on to Division I college football.;2019;1900-01-01;3 Seasons;1;1
80021840;Selfless;A dying tycoon has his consciousness transplanted into the body of a healthy young man only to make a troubling discovery about the body's origin.;2015;2019-08-16;117 min;2;10
80231419;Sextuplets;When a dad-to-be learns he's actually a sextuplet he sets off on a wild journey to meet his long-lost family. Marlon Wayans stars as all six siblings.;2019;2019-08-16;100 min;2;1
81006335;Super Monsters Back to School;The Super Monsters welcome Vida to her new home in Pitchfork Pines with a tour of their favorite places then help her through her first day at school.;2019;2019-08-16;24 min;2;3
81175361;The King's Avatar;When an elite gamer is forced out of his professional team he becomes a manager of an Internet café and reinvents himself to return to online glory.;2019;2019-08-16;1 Season;1;1
80235578;The Little Switzerland;The discovery of the tomb of William Tell’s son in a town in the Basque Country spurs the village's cantankerous citizens to lobby for Swiss annexation.;2019;2019-08-16;86 min;2;4
81078331;Victim Number 8;No one can be trusted after a terrorist bombing in Bilbao kills seven and destroys the lives of the suspected jihadi and everyone around him.;2018;2019-08-16;1 Season;1;4
80195357;Cannon Busters;Immortal renegade Philly the Kid and his transforming pink Cadillac join a relentlessly upbeat friendship droid on her quest to find a missing prince.;2019;2019-08-15;1 Season;1;4
81154987;Chhota Bheem Kungfu Dhamaka;Chhota Bheem is in China for a martial arts competition but his real challenge: to save the emperor’s daughter from being kidnapped by the villain Zuhu!;2019;2019-08-15;112 min;2;11
80115328;Sacred Games;A link in their pasts leads an honest cop to a fugitive gang boss whose cryptic warning spurs the officer on a quest to save Mumbai from cataclysm.;2019;1900-01-01;2 Seasons;1;4
81122206;Til Death Do Us Part;Based on the speculative short stories of MirrorFiction this sci-fi thriller anthology plunges headlong into our deepest desires – and darkest fears.;2019;2019-08-15;1 Season;1;4
81004321;Whindersson Nunes: Adult;Brazilian YouTube sensation Whindersson Nunes revisits his humble beginnings and much more in a series of playful stories and peculiar songs.;2019;2019-08-15;69 min;2;4
80223113;Happy Jail;The Philippine jail known for a viral Michael Jackson dance video comes under the management of an ex-convict sparking controversy and criticism.;2019;2019-08-14;1 Season;1;4
70283264;The 100;A century after Earth was devastated by a nuclear apocalypse 100 space station residents are sent to the planet to determine whether it's habitable.;2019;1900-01-01;6 Seasons;1;1
81147274;Uyare;An aspiring pilot fights for her future – and justice – after surviving an acid attack from her abusive boyfriend.;2019;2019-08-14;119 min;2;1
81147278;90 ML;Four friends shake up their lives when they meet a new woman in their apartment complex who encourages them to embrace their wild sides.;2019;2019-08-13;123 min;2;1
81146011;Calum von Moger: Unbroken;Bodybuilder and two-time Mr. Universe Calum von Moger reflects on his rise to fame and battle to come back from a debilitating injury.;2019;2019-08-13;93 min;2;4
81123826;Hasta los dientes;This documentary follows the controversy surrounding the 2010 murders of two students who were framed as criminals and killed by the Mexican military.;2018;2019-08-13;109 min;2;4
80161728;Knightfall;Fifteen years after the Crusades ended in defeat a veteran knight becomes master of his order's Paris temple and discovers a shocking secret.;2019;1900-01-01;2 Seasons;1;1
81002933;Tiffany Haddish Presents: They Ready;Hand-picked by Tiffany Haddish six diverse comedians showcase their raw humor in a series of specials oozing with energy.;2019;2019-08-13;1 Season;1;4
81135868;Woodstock;For the 50th anniversary of the legendary Woodstock festival organizers and attendees reminisce about one of the defining moments of the 1960s.;2019;2019-08-13;97 min;2;4
81145135;DC Super Hero Girls;As Metropolis High students super teens Wonder Woman Supergirl Bumblebee Batgirl Zatanna and Green Lantern fight crime classwork and crushes.;2019;2019-08-12;1 Season;1;11
80100929;Cable Girls;In 1920s Madrid four women at the National Telephone Company ring in revolution as they manage romance friendship and the modern workplace.;2019;1900-01-01;4 Seasons;1;4
81156592;Colin Quinn: Red State Blue State;Stand-up comedian Colin Quinn calls out the hypocrisies of the left and the right in this special based on his politically charged Off-Broadway show.;2019;2019-08-09;66 min;2;1
80114988;GLOW;"In 1980s LA a crew of misfits reinvent themselves as the Gorgeous Ladies of Wrestling. A comedy by the team behind ""Orange Is the New Black.""";2019;1900-01-01;3 Seasons;1;4
80027159;IZombie;A medical student-turned-zombie tries to retain her humanity by eating brains at the morgue and finds she has an uncanny new gift for solving crimes.;2019;1900-01-01;5 Seasons;1;1
81074367;Jaoon Kahan Bata Ae Dil;A couple’s caustic increasingly jarring interactions over a Mumbai evening strain their relationship until it threatens to break at its fraying seams.;2018;2019-08-09;107 min;2;4
81091977;Rocko's Modern Life: Static Cling;After 20 years in space Rocko struggles to adjust to life in 21st century O-Town and makes it his mission to get his favorite show back on the air.;2019;2019-08-09;46 min;2;7
80217315;Sintonia;Three teens living in the same São Paulo favela pursue their dreams while maintaining their friendship amid a world of music drugs and religion.;2019;2019-08-09;1 Season;1;4
80063867;The Family;An enigmatic conservative Christian group known as the Family wields enormous influence in Washington D.C. in pursuit of its global ambitions.;2019;2019-08-09;1 Season;1;1
80243216;The InBESTigators;Four clever school kids start their own detective agency and vlog about their adventures becoming fast friends in the process.;2019;2019-08-09;1 Season;1;2
81016914;Tiny House Nation;Traveling the U.S. host John Weisbarth and expert Zack Giffin are helping families prep for the tiny lifestyle and create hypercustomized mini homes.;2019;2019-08-09;1 Season;1;5
81153372;Westside vs. the World;A look into the journey of influential strength coach Louie Simmons and the Westside Barbell gym he founded evolving the sport of powerlifting.;2019;2019-08-09;96 min;2;4
80178427;Bad Guys;Reinstated to eradicate the worst crimes in the city a detective requests the release of three convicts to enlist their help in catching the felons.;2014;2019-08-08;1 Season;1;4
81079322;Dollar;Beautiful executive assistant Zeina reluctantly teams up with the self-assured Tarek to chase down an elusive dollar bill worth $1 million.;2019;2019-08-08;1 Season;1;4
80027158;Jane The Virgin;After vowing to remain chaste until marriage Jane Villanueva learns she's pregnant due to a medical slip-up and has to rethink her future.;2019;1900-01-01;5 Seasons;1;1
70183165;Judy Moody and the Not Bummer Summer;In this family film never-dull third-grader Judy Moody embarks on a summer adventure with her brother Stink and always-up-for-fun Aunt Opal.;2011;2019-08-08;91 min;2;8
80183878;Let's Eat 2;Two classmates from elementary school reunite as next-door neighbors and discover their relationship was – and still is – defined by food.;2015;2019-08-08;1 Season;1;1
80177986;Let’s Eat;With the help of her neighbors a divorced woman residing in a one-person-household apartment complex learns to balance living alone and eating well.;2013;2019-08-08;1 Season;1;1
80165295;Misaeng;Equipped with nothing more than a GED and strategies for the game of go an office intern gets thrown into the cold reality of the corporate world.;2014;2019-08-08;1 Season;1;1
80178404;Oh My Ghost;Possessed by the ghost of a lustful virgin a timid assistant chef becomes confidently libidinous drawing the attention of a haughty culinary star.;2015;2019-08-08;1 Season;1;1
80165487;Reply 1994;All hailing from various parts of Korea a group of college students go from being complete strangers to a big happy family at a Seoul boarding house.;2014;2019-08-08;1 Season;1;1
70297144;Reply 1997;As a teen Shi Won was obsessed with a boy band. Now 33 years old Shi Won and her friends are reviving their memories as their school reunion nears.;2012;2019-08-08;1 Season;1;1
81087761;Roll Red Roll;This compelling documentary follows the 2012 Steubenville Ohio rape case putting social media and high school football culture in the spotlight.;2018;2019-08-08;80 min;2;4
81065902;St. Agatha;Unwed and pregnant a young woman flees her abusive home in 1950s Georgia and takes refuge at a mysterious convent with a terrible secret.;2018;2019-08-08;103 min;2;4
80239462;The Naked Director;In 1980s Japan one determined man turned every crushing setback into opportunity. His name was Toru Muranishi and he revolutionized his industry.;2019;2019-08-08;1 Season;1;4
80230293;Wu Assassins;An unassuming San Francisco chef becomes the latest in a long line of assassins chosen to keep the mystical Wu powers out of the wrong hands.;2019;2019-08-08;1 Season;1;4
81112446;Badla;When a woman is accused of killing her lover a renowned lawyer is hired – but the more they try to  untangle the truth the more convoluted it becomes.;2019;2019-08-07;117 min;2;1
81088318;The Pursuit;In a time of turbulence for the free market system one economist explores how it has lifted billions out of poverty and might just save us all.;2019;2019-08-07;76 min;2;1
80080617;Theo Von: No Offense;Southern charmer Theo Von offers up a twisted take on his dating mishaps meeting Brad Pitt chasing down fugitive chimpanzees and more.;2016;2019-08-07;67 min;2;4
80044888;Crazy Beautiful You;A rebellious daughter accompanies her mother on a medical mission where she falls for the handsome politician's son assigned to be her chaperone.;2015;2019-08-06;114 min;2;5
80050006;I'm Brent Morin;In a witty solo show Brent Morin serves up infectious laughs on the agony of puberty hot guy problems and the time a girl dumped him for a magician.;2015;2019-08-06;67 min;2;4
80002621;Jim Jefferies : BARE;Nothing is sacred in this show from Australian comic Jim Jefferies whether it’s the mother of his child auditioning disabled actors or gun control.;2014;2019-08-06;77 min;2;12
81145273;Professor Mack;When a confident college professor is courted by four eligible and well-established men she struggles to decide who she likes the best.;2018;2019-08-06;84 min;2;4
81047680;Screwball;A steroid peddler explains how he went from an unlicensed anti-aging expert to the point man for the biggest scandal in baseball history.;2018;2019-08-06;105 min;2;4
81001278;Sebastian Maniscalco: Why Would You Do That;Sebastian Maniscalco delivers an expressive stand-up at the legendary Beacon Theatre on Whole Foods family nicknames and dodging obnoxious neighbors.;2016;2019-08-06;63 min;2;4
81035838;Alarmoty in the Land of Fire;While vacationing at a resort an ornery and outspoken man is held captive by a criminal organization.;2017;2019-08-05;94 min;2;1
81035835;Detention Letter;A man begins to regret his choices when his brother decides to join him as a member of the same terrorist organization.;2017;2019-08-05;99 min;2;1
81143771;Enter the Anime;What is anime? Through deep-dives with notable masterminds of this electrifying genre this fast-paced peek behind the curtain seeks to find the answers.;2019;2019-08-05;59 min;2;4
80231658;No Good Nick;A family finds their lives turned upside down when a teenage con artist shows up on their doorstep claiming she's a distant relative.;2019;1900-01-01;2 Seasons;1;5
80208295;No One Will Ever Know;A mother and young son escape into their own imaginations to ignore the reality of their lives in rural Mexico.;2017;2019-08-05;102 min;2;4
80994162;Misfit;After living in America for years a teenage girl moves back to the Netherlands and is quickly singled out as a misfit by the popular clique at school.;2017;2019-08-03;81 min;2;1
80108159;Ask the StoryBots;Five curious little creatures track down the answers to kids' biggest questions like how night happens or why we need to brush our teeth.;2019;1900-01-01;3 Seasons;1;3
80245353;Basketball or Nothing;Follow the Chinle High basketball team in Arizona's Navajo Nation on a quest to win a state championship and bring pride to their isolated community.;2019;2019-08-02;1 Season;1;5
70287604;Care Bears: Welcome to Care-a-Lot;Nestled in a faraway cloud is a rainbow-colored world called Care-a-Lot home to the magical Care Bears who each have a special talent.;2012;2019-08-02;1 Season;1;3
80095698;Dear White People;"Students of color navigate the daily slights and slippery politics of life at an Ivy League college that's not nearly as ""post-racial"" as it thinks.";2019;1900-01-01;3 Seasons;1;4
80238565;Derry Girls;Amidst the political conflict of Northern Ireland in the 1990s five high school students square off with the universal challenges of being a teenager.;2019;1900-01-01;2 Seasons;1;4
70242938;For Greater Glory;When a vicious war against Catholics is waged in Mexico in the 1920s a retired general joins the militia fighting to preserve religious freedom.;2012;2019-08-02;145 min;2;6
81150918;Léa & I;Best friends Léa and Camille explore the notion of healing while traveling to Latin America in search of a cure for a terminal disease.;2019;2019-08-02;84 min;2;4
80164216;Miraculous: Tales of Ladybug & Cat Noir;When Paris is in peril Marinette becomes Ladybug. Little does she know her school crush Adrien is actually Cat Noir another city-saving superhero.;2018;1900-01-01;4 Seasons;1;7
22469949;Now and Then;Waxing nostalgic about the bittersweet passage from childhood to puberty four childhood girlfriends recall the magical summer of 1970.;1995;2019-08-02;102 min;2;10
80211623;Otherhood;Feeling forgotten on Mother's Day three best friends leave the suburbs and drive to New York City to surprise their adult sons.;2019;2019-08-02;101 min;2;6
81155803;Uriyadi 2;When a chemical plant's poor conditions cause tragedies an employee leads a protest against the company’s callous owner and local politicians.;2019;2019-08-02;116 min;2;4
70121522;3 Idiots;While attending one of India's premier colleges three miserable engineering students and best friends struggle to beat the school's draconian system.;2009;2019-08-01;164 min;2;10
81065784;Are We Done Yet?;When authorities arrest his young son a taxi driver must convince the courts and rabid media that he's not the criminal they seek.;2018;2019-08-01;87 min;2;1
80124099;Boyka: Undisputed;The fourth film in the action franchise finds Boyka taking on brutal gangsters to protect the widow of a man he unintentionally killed in the ring.;2016;2019-08-01;90 min;2;6
70119812;Clash of the Titans;If he is to save the life of the beautiful Princess Andromeda the valiant Perseus must battle a host of powerful beastly enemies.;2010;2019-08-01;106 min;2;10
60032685;Darna Mana Hai;Stranded in a jungle when their car breaks down six friends pass their time exchanging horror stories unaware that they may be part of one themselves.;2003;2019-08-01;116 min;2;4
70006816;Ek Hasina Thi;Imprisoned for underworld crimes she didn’t commit a vengeful woman breaks free and goes scorched earth on the smooth-talking suitor who framed her.;2004;2019-08-01;134 min;2;4
70236587;Ferrari Ki Sawaari;A father winds up involved with a stolen Ferrari as he tries to acquire the money to send his son to the leading cricket academy.;2012;2019-08-01;133 min;2;5
520489;Four Weddings and a Funeral;A commitment-phobic Brit tries to reconnect with an alluring American who's about to make a seemingly awful mistake by marrying a wealthy boring man.;1994;2019-08-01;118 min;2;6
80160755;Grand Designs;Host Kevin McCloud presents people who take self-building houses to a new level following every step of their ambitious plans from beginning to end.;2017;1900-01-01;2 Seasons;1;1
70171946;Heartland;Spunky teenager Amy is reeling from the sudden death of her mother when she and her grandfather are threatened with the loss of their horse ranch.;2017;1900-01-01;11 Seasons;1;5
70266677;Horns;Accused of murder Ig Perish wakes up one day to find he's grown a set of horns – compelling people to confess their sins to him.;2013;2019-08-01;120 min;2;6
60010514;Jackie Brown;When an aging flight attendant's caught smuggling cash and forced to help with an investigation she hatches a clever plan to make off with the dough.;1997;2019-08-01;154 min;2;6
70301367;Jupiter Ascending;A young impoverished woman learns she's been predestined to change the fate of the universe after a genetically engineered hunter tracks her down.;2015;2019-08-01;128 min;2;10
81139317;Khaani;After a rich politician's son kills a young woman's brother an unlikely romantic connection complicates her pursuit of justice.;2017;2019-08-01;1 Season;1;1
80014727;Last Knights;A nobleman who values his people's well-being over his emperor's edicts is killed. His knights vow revenge.;2015;2019-08-01;115 min;2;6
81050688;Manu;The relationship between a painter and his admirer unfolds as an abstract twist-filled hide-and-seek game against the backdrop of murder and revenge.;2018;2019-08-01;177 min;2;4
80081505;MI-5;When a terrorist escapes custody MI-5 director Harry Pearce becomes the scapegoat. But the wily veteran still has some spycraft tricks up his sleeve.;2015;2019-08-01;105 min;2;6
60022700;Panic Room;A woman and her daughter are caught in a game of cat-and-mouse with burglars in their New York City home and are forced to retreat inside a vault.;2002;2019-08-01;112 min;2;6
81155880;Regiment Diaries;Historical footage and interviews with soldiers showcase war stories unique traditions and unifying principles of the Indian Army’s various regiments.;2018;2019-08-01;1 Season;1;1
915927;Rocky;Sylvester Stallone shot to fame as Rocky Balboa an unknown fighter who's given a shot at fighting world champ Apollo Creed as a publicity stunt.;1976;2019-08-01;120 min;2;8
916043;Rocky II;Featuring a rousing climax this engaging sequel finds boxer Rocky Balboa returning to the ring for a rematch against reigning champ Apollo Creed.;1979;2019-08-01;119 min;2;8
60010836;Rocky III;After taking a pounding from a powerful young fighter humbled world champ Rocky Balboa turns to ex-rival Apollo Creed for help in regaining his form.;1982;2019-08-01;100 min;2;8
916061;Rocky IV;Rocky Balboa takes on the Cold War coming out of retirement to battle a Soviet fighter who pulverized Rocky's friend and former rival Apollo Creed.;1985;2019-08-01;92 min;2;8
60025674;Rocky V;Inspired by the memory of his trainer a broke and seemingly careerless Rocky finds glory in training and takes on an up-and-coming boxer.;1990;2019-08-01;104 min;2;10
70039168;Rumor Has It;"When Sarah travels to California for her sister's wedding she hears a rumor that her family was the real-life inspiration for ""The Graduate.""";2005;2019-08-01;97 min;2;10
81103092;Running Out Of Time;Held hostage by men searching for a secret her late husband left behind a recent widow and her family race against time to find a way out.;2018;2019-08-01;88 min;2;1
80242065;Sleepless Society: Nyctophobia;Following the death of her child a grief-stricken woman struggles to find peace until a mysterious boy appears claiming to be her reincarnated son.;2019;2019-08-01;1 Season;1;4
60031278;Something's Gotta Give;Still sexy at 60 Harry Sanborn wines and dines women half his age. But a getaway with his girlfriend goes awry when her mother drops in unannounced.;2003;2019-08-01;128 min;2;10
60001363;Space Cowboys;A retired engineer agrees to help NASA prevent a Russian satellite from falling to Earth if he and his over-the-hill pals can man the mission.;2000;2019-08-01;130 min;2;10
81103517;The Chefs' Line;Home cooks face off against trained chefs to see if passion can beat profession in the kitchen in this reality competition show.;2017;2019-08-01;1 Season;1;1
80175802;The Sinner;When a young mother inexplicably stabs a stranger to death a sympathetic detective struggles to unlock the mystery buried in her missing memories.;2018;1900-01-01;2 Seasons;1;12
60026477;To Wong Foo Thanks for Everything! Julie Newmar;Three New York drag queens on their way to Hollywood for a beauty pageant get stranded in a small Midwestern town when their car breaks down.;1995;2019-08-01;108 min;2;10
80094096;Wazir;Helping an amputee grandmaster settle the score for his tragic past a grieving detective unravels a conspiracy more complicated than he imagined.;2016;2019-08-01;98 min;2;4
80013249;Wentworth;Bea Smith is locked up while awaiting trial for the alleged attempted murder of her husband and must learn how life works in prison.;2019;1900-01-01;7 Seasons;1;12
81085824;White Chamber;When a civil war ravages the UK a scientist awakens in a futuristic cell and is tortured by her captor for information she claims she doesn't possess.;2018;2019-08-01;89 min;2;4
80236408;Bangkok Love Stories: Innocence;From a teenage parkour enthusiast to a bawdy restaurateur an eclectic group of characters find romance in Bangkok's glittering Silom district.;2018;2019-07-31;1 Season;1;1
81039161;Ramen Shop;Ramen chef Masato travels to Singapore to retrace his mother's life and finds a deeper understanding of his family history and culture.;2018;2019-07-31;90 min;2;5
80198635;The Letdown;Audrey mother of a 2-month-old joins a new-parents support group where she makes some quirky friends facing various challenges and life changes.;2019;1900-01-01;2 Seasons;1;4
80240537;The Red Sea Diving Resort;Undercover agents open up a fake hotel to real tourists as a cover to help smuggle thousands of Ethiopian refugees to safety. Inspired by true events.;2019;2019-07-31;130 min;2;4
81151899;7 (Seven);Multiple women report their husbands as missing but when it appears they are looking for the same man a police officer traces their cryptic connection.;2019;2019-07-30;1 Season;1;1
81030976;All Good Ones Get Away;When a mysterious figure blackmails an adulterous couple during a romantic getaway their secret affair turns into a fight for survival.;2019;2019-07-30;83 min;2;4
81017011;American Hangman;A judge’s kidnapping is streamed live on social media as a vengeful loner puts him on trial for supposedly sending an innocent man to his death.;2019;2019-07-30;99 min;2;4
80213715;Whitney Cummings: Can I Touch It?;In her fourth stand-up special Whitney Cummings returns to her hometown of Washington D.C. and riffs on modern feminism technology and more.;2019;2019-07-30;59 min;2;4
