show_id;title;synopsis;release_year;date_added;duration;content_type_id_fk;rating_id_fk
81024711;Needhi Singh;When her friend’s rapist evades punishment from the law a determined young woman takes revenge into her own hands in this story based on real events.;2016;2018-10-01;103 min;2;4
81025908;Peace Haven;Complications around the cremation of their deceased friend inspire three septuagenarian friends to build their own mortuary.;2016;2018-10-01;73 min;2;1
70303495;Phantom;India's primary intelligence agency sends an enigmatic operative on a top-secret mission to avenge the 11/26 terrorist attack on Mumbai.;2015;2018-10-01;129 min;2;1
70303429;Pizza;A pizza delivery boy who doesn't believe in the supernatural is forced to confront his convictions after being trapped in a house on his route.;2014;2018-10-01;102 min;2;1
80084768;Pooja Kiven Aa;When a woman arrives in Mumbai and hires three spirited boys to care for her estate she discovers they're more trustworthy than her family members.;2013;2018-10-01;122 min;2;5
70096752;Race;The plot thickens around two horse-racing competitors when three beautiful women come into their lives and a murder is committed.;2008;2018-10-01;155 min;2;1
70229046;Race 2;In this sequel set in the world of horse racing half-brothers Ranvir and Rajiv Singh return for another complex tale of love greed and violence.;2013;2018-10-01;139 min;2;1
80084767;Saadey CM Saab;Three old friends who have always hated politics are in for a shock when the friend who dislikes politics the most is somehow elected head minister.;2015;2018-10-01;131 min;2;1
81024701;Sat Shri Akaal England;After several failed attempts to obtain a visa a man desperate to escape Punjab pays a British woman to marry him so he can move to England.;2017;2018-10-01;127 min;2;1
80073432;Still Game;Scottish pensioners Jack and Victor make the most of their golden years getting themselves into all kinds of scrapes in their Glasgow suburb.;2016;1900-01-01;7 Seasons;1;1
81031355;Strong;Gabrielle Reece hosts a transformative competition of tough fitness challenges as 10 women partner with 10 elite personal trainers.;2016;2018-10-01;1 Season;1;5
70229048;Thaandavam;In London a mysterious blind man named Kenny appears to be an assassin who uses echolocation to kill but there is more to Kenny than meets the eye.;2012;2018-10-01;156 min;2;1
80995576;The Birth Reborn;Featuring experts in their fields and raw and moving footage this documentary makes a case for increased autonomy in women's choices for childbirth.;2018;2018-10-01;91 min;2;4
70292836;Theeya Velai Seyyanum Kumaru;When shy Kumar gets stuck on the losing end of a love triangle the Love Doctor Mokia has a strategy for Kumar to win the love of his life.;2013;2018-10-01;132 min;2;5
80240397;Three Wives One Husband;A film crew captures a year in the life of modern polygamist families at Rockland Ranch a community for fundamentalist Mormons in the Utah desert.;2018;2018-10-01;1 Season;1;5
80141767;Tiger;Imprisoned for drug smuggling as a child a young man uses the law he studied while in jail to take revenge on those who wronged him.;2016;2018-10-01;130 min;2;4
70139542;Udaan;Upon returning to his industrial hometown a young man must decide whether to follow his own dreams or acquiesce to his father's plans for his future.;2010;2018-10-01;137 min;2;4
70039175;V for Vendetta;"A masked freedom fighter known as ""V"" takes up arms against a totalitarian government and finds an unlikely ally in a young woman.";2005;2018-10-01;132 min;2;6
70225597;Vettai;This powerful Tamil action film follows the shared fate of two very different siblings: policeman Thiru and his roguish brother Guru.;2012;2018-10-01;156 min;2;4
70123119;Wake Up Sid;A spoiled trust fund brat finds himself stuck in a rut of meaningless late-night parties – until he meets a significantly older woman and writer.;2009;2018-10-01;132 min;2;1
70150437;We Are Family;A divorced mother of three children runs a happy household – until her former husband brings his new career-oriented girlfriend into the picture.;2010;2018-10-01;119 min;2;5
80084667;What the Jatt!!;A peasant from Punjab and his best friend pose as detectives filmmakers and more while trying to retrieve stolen money in this romantic comedy.;2015;2018-10-01;140 min;2;1
70099118;Zack and Miri Make a Porno;Zack and Miri make and star in an adult film to bring in easy money. But their unspoken feelings for each other might threaten the whole enterprise.;2008;2018-10-01;101 min;2;6
81024705;Zindagi Kitni Haseen Hay;Two young parents struggle to keep their marriage afloat and their son protected amidst financial woes career goals and clashes of ego.;2016;2018-10-01;126 min;2;1
80996949;Adam Ruins Everything;Education can be fun – and funny. Comedian Adam Conover bursts misconceptions deconstructs topics and leaves with positive takeaways.;2018;2018-09-30;1 Season;1;1
80239337;Ben 10;Ben can transform into ten types of aliens. He'll try 'em all while adventuring across the country with his cousin Gwen and Grandpa Max.;2016;2018-09-30;1 Season;1;7
70212504;Big Miracle;After a reporter writes about whales trapped in the Arctic Circle the U.S. and U.S.S.R. team up to rescue them in this tale inspired by true events.;2012;2018-09-30;107 min;2;8
81011682;Christiane Amanpour: Sex & Love Around the World;A contextual acculturated dive into how adults in six big global cities celebrate love and accentuate sex. CNN's Christiane Amanpour reports.;2018;2018-09-30;1 Season;1;4
80128317;The Eighties;This nostalgic documentary series relives the 1980s from a variety of angles exploring its impact on the politics technology and culture of today.;2016;2018-09-30;1 Season;1;5
81027384;The Nineties;This U.S.-focused series dives into the cultural and political changes that swept the last decade of the 20th century. Executive produced by Tom Hanks.;2017;2018-09-30;1 Season;1;1
80030186;The Seventies;This series examines 1970s America focusing on the major political and historical landmarks of the decade and the cultural response to those events.;2015;2018-09-30;1 Season;1;5
80116921;We Bare Bears;Grizzly Panda and Ice Bear are three adopted bear brothers struggling against their animal instincts to fit into the civilized modern human world.;2017;2018-09-30;1 Season;1;7
70233894;Act of Vengeance;"Two Turkish agents are sent to New York City on a mission to capture a notorious terrorist known only as ""Dejjal"" (Arabic for Antichrist).";2010;2018-09-29;112 min;2;12
81011955;Paradise Lost;A cop moonlights as the bodyguard for a young drag queen at a nightclub and grows closer to the family of misfit singers that perform there.;2018;2018-09-29;111 min;2;4
81002850;5CM;Five friends embark on a mission to climb the highest peak in Java overcoming obstacles on the way and discovering the true meaning of friendship.;2012;2018-09-28;126 min;2;1
81004470;Animal World;An unlucky debt-ridden teen resorts to his math skills when he's forced into a deadly tournament of rock-paper-scissors run by a diabolical host.;2018;2018-09-28;130 min;2;4
80157072;Hold the Dark;In the grim Alaskan winter a naturalist hunts for wolves blamed for killing a local boy but he soon finds himself swept into a chilling mystery.;2018;2018-09-28;126 min;2;4
81001809;Lessons from a School Shooting: Notes from Dunblane;Two priests – one from Dunblane Scotland the other from Newtown Connecticut – bond over school tragedies that occurred 16 years apart.;2018;2018-09-28;24 min;2;5
80201933;Made in Mexico;These Mexico City socialites may lead opulent lives but a peek behind the curtain reveals a tangled web of intrigue envy and personal struggles.;2018;2018-09-28;1 Season;1;4
80217957;Reboot: The Guardian Code;Four tech-savvy teens hone their skills as cyber-superheroes in a series of secret missions to save the world.;2018;1900-01-01;2 Seasons;1;11
81002864;Single;Unemployed and immature a somewhat pathetic bachelor sets his sights on finding a date for the wedding of his younger more successful brother.;2015;2018-09-28;127 min;2;5
80113201;Skylanders Academy;Travel the vast Skylander universe in this animated series as a ragtag group of academy graduates build trust and heart in their fight against evil.;2018;1900-01-01;3 Seasons;1;7
81016750;The 3rd Eye;When her little sister claims she sees the dead Alia consults a psychic who opens her own eyes to the vengeful ghosts haunting their childhood home.;2018;2018-09-28;108 min;2;4
81002866;The Sinking Of Van Der Wijck;When a young man leaves home to fulfill the wishes of his late father he meets and falls in love with a woman from a very different background.;2013;2018-09-28;163 min;2;1
80992039;Two Catalonias;Lawmakers and activists with conflicting ideologies speak about the complexities of Catalonia's politics and the fight for its independence from Spain.;2018;2018-09-28;117 min;2;4
81012295;Weeds on Fire;In 1980s Hong Kong a school principal forms a baseball team with an eclectic crew of local students who soon fight their way to the top of the league.;2016;2018-09-27;95 min;2;1
80180182;Norsemen;The residents of an 8th-century Viking village experience political rivalry social change and innovations that upend their culture and way of life.;2018;1900-01-01;2 Seasons;1;4
80215923;The Hurricane Heist;A deadly hurricane with mile-high waves provides the perfect cover for stealing $600 million from a U.S. Treasury outpost in Mississippi.;2018;2018-09-26;103 min;2;10
80208155;A Wrinkle in Time;Years after their father disappears Meg and her younger brother Charles Wallace cross galaxies on a quest to save him from the heart of darkness.;2018;2018-09-25;110 min;2;8
80992496;China Salesman;A Chinese engineer travels to a war-torn African country to rebuild its telecommunications but instead finds massive corruption and explosive danger.;2017;2018-09-24;111 min;2;4
70267838;20 Feet From Stardom;Winner of the 2014 Academy Award for Best Documentary Feature this film takes a look at the world of backup vocalists and the legends they support.;2013;2018-09-22;91 min;2;10
80211380;In Darkness;A blind pianist fears for her life after the suspicious death of her neighbor the daughter of a businessman accused of war crimes.;2018;2018-09-22;101 min;2;4
80195173;Battlefish;Over the course of a fishing season tough men and women pursue lucrative albacore tuna in the competitive waters off the Oregon coast.;2018;2018-09-21;1 Season;1;4
80241960;DRAGON PILOT: Hisone & Masotan;Recently stationed Air Self-Defense Force rookie Hisone Amakasu is chosen by a dragon concealed within Gifu Air Base to be his pilot.;2018;2018-09-21;1 Season;1;1
80115346;Hilda;Fearless free-spirited Hilda finds new friends adventure and magical creatures when she leaves her enchanted forest home and journeys to the city.;2018;2018-09-21;1 Season;1;7
80124522;Maniac;Two struggling strangers connect during a mind-bending pharmaceutical trial involving a doctor with mother issues and an emotionally complex computer.;2018;2018-09-21;1 Season;1;4
80102952;Quincy;This documentary profiles music and culture icon Quincy Jones offering unprecedented access to his private life and stories from his unparalleled career.;2018;2018-09-21;124 min;2;4
80214464;Rafinha Bastos: Ultimatum;An off-color joke nearly cost him everything. Brazilian comic Rafinha Bastos talks about that and much more from his divorce to finding love again.;2018;2018-09-21;63 min;2;4
80157073;The Good Cop;When he's not solving murders a pathologically honest detective tries to keep an eye on his crooked but kindhearted dad.;2018;2018-09-21;1 Season;1;5
80150502;Mad World;A stockbroker struggling with bipolar disorder goes to live with his estranged father in a cramped flat where old resentments bubble to the surface.;2016;2018-09-20;102 min;2;4
80189183;Mobile Suit Gundam UC;When Banagher Links meets the mysterious Audrey Burne he inherits the Unicorn Gundam and is swept up into the battle for space colony independence.;2014;2018-09-20;1 Season;1;1
80997866;The Bund;After losing everything a young man rebuilds his life and finds love in 1920s Shanghai – all while rising to power in an organized crime syndicate.;1983;2018-09-20;103 min;2;1
80190449;The Endless;As kids they escaped a UFO death cult. Now two adult brothers seek answers after an old videotape surfaces and brings them back to where they began.;2017;2018-09-19;112 min;2;4
70259208;Transformers: Rescue Bots;Follow the adventure of four young transformers Heatwave Chase Blades and Boulder and their human counterparts: a family of emergency responders.;2016;2018-09-19;1 Season;1;7
80987075;Class Rank;When her class rank threatens her college plans an ambitious teen convinces a nerdy peer to run for the school board to abolish the ranking system.;2018;2018-09-18;103 min;2;1
80037280;The Witch;Believing that a witch has cursed their family pilgrims homesteading on the edge of a primeval New England forest become increasingly paranoid.;2015;2018-09-17;92 min;2;6
70307661;As Above So Below;A beautiful tomb raider and her crew hunt for treasure in the catacombs of Paris and find themselves in a hellish underworld.;2014;2018-09-16;93 min;2;6
81013148;Mini Wolf;Mini-Wolf and his fun-loving pals friends are always on the look out for a new adventure – even if it includes a little bit of mischief.;2014;1900-01-01;2 Seasons;1;2
70117312;Scott Pilgrim vs. the World;Dreamy delivery girl Ramona captures Scott Pilgrim's heart but he must vanquish all seven of her evil exes in martial arts battles to win her love.;2010;2018-09-16;112 min;2;10
81003648;Al Hayba;In a village by the Lebanon-Syria border the head of an arms-smuggling clan contends with family conflicts power struggles and complicated love.;2017;2018-09-15;1 Season;1;1
81016326;Arisan 2;A group of friends reunites for a vacation amid nature where they laugh about their shared history and bond over difficult truths.;2011;2018-09-15;113 min;2;1
80241102;Cabins in the Wild with Dick Strawbridge;Engineer Dick Strawbridge and craftsman Will Hardie tour eight unique cabins built for a pop-up hotel in Wales and construct No. 9 on their own.;2017;2018-09-15;1 Season;1;5
80227777;Cardboard Gangsters;A low-level drug dealer decides to move up the ranks of the illegal narcotics trade in Darndale Dublin putting him and his gang on a violent path.;2016;2018-09-15;92 min;2;4
81018233;Eeda;Two young adults with families on opposite ends of the political spectrum fall in love in a Kerala city torn by violence.;2018;2018-09-15;153 min;2;1
81016317;Galih dan Ratna;Sparks fly between the new girl at school and the misfit with a passion for music. Yet the world threatens to put a stop to their innocent love song.;2017;2018-09-15;111 min;2;5
81016337;Gie;Indonesian activist Soe Hok Gie experiences a political awakening during the tumultuous regimes of Suharto and Sukarno. Inspired by true events.;2005;2018-09-15;141 min;2;1
81018234;​Goli Soda 2;A taxi driver a gangster and an athlete struggle to better their lives despite obstacles like crooked politicians evil dons and caste barriers.;2018;2018-09-15;128 min;2;4
80241103;How to Live Mortgage Free with Sarah Beeny;Real estate expert and TV presenter Sarah Beeny meets with clever property owners who share their colorful stories about living mortgage free.;2018;2018-09-15;1 Season;1;1
80240816;Inside The Freemasons;Explore the history and future of the Freemasons a fraternal order steeped in both secrecy and tradition.;2017;2018-09-15;1 Season;1;1
81018241;Jugaad;Following the stories of five diverse individuals this documentary offers a glimpse into the indomitable tenacity of several Mumbai residents.;2017;2018-09-15;52 min;2;1
81018235;​Maj Rati ​​Keteki;A successful writer returns to the town that launched his career encountering people who spark nostalgic often painfully illuminating flashbacks.;2017;2018-09-15;117 min;2;1
81018236;​Mayurakshi;When a middle-aged divorcee returns to Kolkata to visit his ailing father long-buried memories resurface bringing new discoveries with them.;2017;2018-09-15;100 min;2;1
81018237;Red Oleanders Raktokarobi;When a theater group stages a production of a Rabindranath Tagore play they begin to notice parallels between the story and their own lives.;2017;2018-09-15;112 min;2;1
81018238;Samantaral;On a family visit a young man and his girlfriend set out to discover why his eccentric uncle has been mysteriously confined to one room for years.;2017;2018-09-15;110 min;2;4
81016339;The Secret;Learning that her father has married a woman her own age Kanaya leaves home only to get into an accident that lands her in a haunted hospital.;2018;2018-09-15;98 min;2;4
80117545;American Vandal;A high school is rocked by an act of vandalism but the top suspect pleads innocence and finds an ally in a filmmaker. A satirical true crime mystery.;2018;1900-01-01;2 Seasons;1;4
81000011;Bangkok Hell;When offered a deal to snitch on fellow prisoners an inmate faces a tough dilemma: act in his own interest or help those who may need him.;2002;2018-09-14;107 min;2;4
80243899;Behind the Newsroom;Confident and cool under pressure top news presenter Punchalee meets her match in the conniving Dao who'll stop at nothing to fulfill her ambitions.;2015;2018-09-14;1 Season;1;1
80217733;Bleach;When high schooler Ichigo is suddenly given reaper abilities he really wants to give the powers back. But he'll have to reap some souls first.;2018;2018-09-14;109 min;2;1
80220035;Boca Juniors Confidential;Players fans and staff of soccer powerhouse Boca Juniors provide an exclusive behind-the-scenes look at Argentina's legendary club.;2018;2018-09-14;1 Season;1;5
80194704;Car Masters: Rust to Riches;The colorful crew at Gotham Garage overhauls an eclectic collection of cars and trucks trading up to a showstopper they can sell for big bucks.;2018;2018-09-14;1 Season;1;5
80066429;Ingobernable;The first lady of Mexico is a woman of conviction and ideals. But when she loses faith in her husband she'll need all her strength to uncover the truth.;2018;1900-01-01;2 Seasons;1;4
80225949;Norm Macdonald Has a Show;Comedian Norm Macdonald hosts his celebrity friends for casual conversations that range from silly to serious and take many unexpected turns.;2018;2018-09-14;1 Season;1;4
80999985;Still;A haunted hotel a body in a water tank a nightclub fire and a prison death comprise four horror tales taken from Thailand's newspaper headlines.;2010;2018-09-14;100 min;2;4
81002336;Super Monsters Monster Party;Sing along and move to this groovy collection of music videos featuring monster friends Katya Lobo Zoe Drac Cleo and Frankie!;2018;2018-09-14;1 Season;1;3
80188120;The Angel;As his country prepares for war top Egyptian official Ashraf Marwan makes contact with Israel and wades into a shadowy game of high-stakes espionage.;2018;2018-09-14;114 min;2;4
80164779;The Land of Steady Habits;After leaving his wife and his job to find happiness Anders begins a clumsy heartbreaking quest to reassemble the pieces of his fractured life.;2018;2018-09-14;98 min;2;4
80993613;The Rise of Phoenixes;When a secret from the past rears its head a respected court scholar must choose between avenging her family and staying true to the prince she loves.;2018;2018-09-14;1 Season;1;1
80192834;Reversing Roe;Through interviews with abortion rights supporters and opponents this film lifts the lid on a decades-long political campaign to overturn Roe v. Wade.;2018;2018-09-13;100 min;2;1
80166239;Zak Storm;Teen surfer Zak Storm is mysteriously transported to the Bermuda Triangle where he becomes the captain of a magical ship full of misfits.;2016;1900-01-01;3 Seasons;1;11
81011508;Life;At Korea's top university medical center ideals and interests collide between a patient-centered ER doctor and the hospital's newly-appointed CEO.;2018;2018-09-12;1 Season;1;4
81001000;On My Skin;Arrested in Rome for a drug-related offense Stefano Cucchi endures a harrowing week in custody that changes his family forever. Based on true events.;2018;2018-09-12;100 min;2;4
80223685;Daniel Sloss: Live Shows;Comedian Daniel Sloss is ready to find the funny in some very dark topics from the deeply personal to the truly irreverent.;2018;2018-09-11;1 Season;1;4
80189586;If I were an Animal;Curious kids Emma and her big brother Tim observe different animals as they make their way through various life milestones from birth to adulthood.;2018;2018-09-11;1 Season;1;3
80244019;The Resistance Banker;Risking his family and future a banker in occupied Amsterdam slows the Nazi war machine by creating an underground bank to fund the resistance.;2018;2018-09-11;123 min;2;4
80991570;My Teacher My Obsession;When Riley changed schools she didn't expect the girls to crush on her English teacher dad. And he didn't expect a disturbing infatuation.;2018;2018-09-10;86 min;2;1
80136796;Show Me the Money;Four ordinary family members find their lives turned upside down when they become overnight millionaires thanks to an unlikely benefactor.;2004;1900-01-01;2 Seasons;1;1
70234439;Transformers Prime;With the help of three human allies the Autobots once again protect Earth from the onslaught of the Decepticons and their leader Megatron.;2013;2018-09-08;1 Season;1;11
80058654;Transformers: Robots in Disguise;When a prison ship crash unleashes hundreds of Decepticons on Earth Bumblebee leads a new Autobot force to protect humankind.;2016;2018-09-08;1 Season;1;7
80244601;Castle of Stars;As four couples with different lifestyles go through the ebbs and flows of joy and sorrow each must learn how to live a good life.;2015;2018-09-07;1 Season;1;1
80203094;City of Joy;Women who've been sexually brutalized in war-torn Congo begin to heal at City of Joy a center that helps them regain a sense of self and empowerment.;2018;2018-09-07;77 min;2;4
80190843;First and Last;Take an intimate look at the emotionally charged first and last days of new and soon-to-be released inmates at Georgia's Gwinnett County Jail.;2018;2018-09-07;1 Season;1;4
70241607;Laddaland;When a family moves into an upscale housing development they encounter a series of paranormal events that drive them to the edge of insanity.;2011;2018-09-07;112 min;2;4
80002612;Marvel's Iron Fist;Danny Rand resurfaces 15 years after being presumed dead. Now with the power of the Iron Fist he seeks to reclaim his past and fulfill his destiny.;2018;1900-01-01;2 Seasons;1;4
80988892;Next Gen;When lonely Mai forms an unlikely bond with a top-secret robot they embark on an intense action-packed adventure to foil the plot of a vicious villain.;2018;2018-09-07;106 min;2;5
80239639;Sierra Burgess Is A Loser;A wrong-number text sparks a virtual romance between a smart but unpopular teen and a sweet jock who thinks he's talking to a gorgeous cheerleader.;2018;2018-09-07;106 min;2;10
80095988;Stretch Armstrong & the Flex Fighters;Jake Armstrong and his best friends are unexpectedly transformed into superheroes who learn to reach far beyond the limits of any ordinary teenager.;2018;1900-01-01;2 Seasons;1;11
80159586;The Most Assassinated Woman in the World;In 1930s Paris an actress famous for her gory death scenes at the Grand Guignol Theater contends with a mysterious stalker and ghosts from her past.;2018;2018-09-07;102 min;2;4
80058026;Hell and Back;When best friends break a blood oath one of them is cast away to hell and the other two must save him from the misfits of the underworld.;2015;2018-09-06;86 min;2;6
70197049;Once Upon a Time;In this fantasy series a young woman is drawn to a small Maine town and discovers that it's filled with elements of the fairy tale world.;2018;1900-01-01;7 Seasons;1;5
70303496;PK;Aamir Khan teams with director Rajkumar Hirani to play a social crusader in a political satire on the state of corruption in India.;2014;2018-09-06;146 min;2;1
80159880;ATM;When a broken ATM dishes out a fortune a couple who works at the bank vies to see who can recover the most cash – and the loser must find a new job.;2012;2018-09-05;122 min;2;1
81016044;Bangkok Traffic (Love) Story;After an encounter with an engineer working the night shift for the city train a 30-year-old woman struggles against all odds to pursue true love.;2009;2018-09-05;126 min;2;1
80158838;I Fine... Thank You... Love You;Desperate to go to the U.S. to win back his girlfriend Yim hires a tutor to teach him English. But things don't go according to plan.;2014;2018-09-05;116 min;2;1
81016045;One Day;When his colleague (and crush) temporarily loses her memory an overlooked geek seizes the chance to make an impression before she remembers again.;2016;2018-09-05;135 min;2;5
70142798;Phobia 2;From disfiguring punishments to festering souls Thai horror masters present five supernatural tales of karma in this sequel to the 4bia anthology.;2009;2018-09-05;125 min;2;4
70062814;Shutter;After killing a young girl in a hit-and-run accident a couple is haunted by more than just the memory of their deadly choice.;2004;2018-09-05;96 min;2;4
80158839;Suckseed;When his boyhood crush Ern returns Ped forms a band with his friend to impress her. Romantic rivalries bloom after the talented Ern joins the group.;2011;2018-09-05;130 min;2;4
80201906;Black Panther;T'Challa the superpowered new leader of the hidden highly advanced African nation of Wakanda strives to protect his home from enemies old and new.;2018;2018-09-04;135 min;2;10
80052612;Man Up;A single woman seizes an opportunity when while standing under a train station clock she meets a stranger who mistakes her for his blind date.;2015;2018-09-04;88 min;2;6
80184358;Lovesick;Love and academics get complicated at an all-male college that happens to be located next to an all-female high school.;2014;2018-09-03;1 Season;1;1
80198585;The Debt Collector;A broke martial arts instructor takes a side gig with a mobster who pairs him with a veteran thug for a weekend of fisticuffs-fueled debt collection.;2018;2018-09-03;96 min;2;4
80993149;Maynard;Friends family and political titans recall the impact of Atlanta's Maynard Jackson the first African-American mayor of a major Southern city.;2017;2018-09-02;100 min;2;5
80224294;Monkey Twins;Inspired by Khon dance drama and Thai martial arts a fighter scarred by the past joins forces with a determined cop to battle an organized crime ring.;2018;2018-09-02;1 Season;1;4
80063740;Quantico;When evidence in a deadly terrorist attack implicates FBI trainee Alex Parrish she must discover which one of her classmates framed her.;2018;1900-01-01;3 Seasons;1;1
81004113;Age of Rebellion;At their high school a group of unruly teens wreak havoc face bullies and navigate turbulent lives beyond school grounds.;2018;2018-09-01;1 Season;1;4
81003984;Barça Dreams;Explore the history and philosophies behind one of the world's most beloved – and successful – soccer franchises: FC Barcelona.;2015;2018-09-01;122 min;2;1
70024088;Brick;Teenage loner Brendan Fry navigates his high school's intense social network to discover a killer's identity after his secret crush is murdered.;2005;2018-09-01;110 min;2;6
81005312;Carbon;On the verge of losing his business an entrepreneur launches a carbon tax scam that thrusts him into a web of criminals intrigue and murder.;2017;2018-09-01;104 min;2;4
80082969;Delirium;A man with a history of mental issues moves into his late parents' mansion and comes to suspect his new home may be haunted.;2018;2018-09-01;96 min;2;6
80994130;Garbage;The lives of a fundamentalist online troll and a woman reeling from a sex tape gone viral become dangerously intertwined in this provocative thriller.;2018;2018-09-01;109 min;2;4
81019924;Hope Aur Hum;A multigenerational household navigates daily life evolving relationships and clashes between old and new mindsets in this light family drama.;2018;2018-09-01;95 min;2;1
81018240;​​Kuch Bheege Alfaaz;After accidentally connecting over the Internet two strangers form a tight friendship – not knowing they already share a bond.;2018;2018-09-01;110 min;2;1
81013710;Love and Shukla;A sexually inexperienced rickshaw driver struggles to build intimacy with his shy new wife in their tiny overcrowded quarters.;2017;2018-09-01;110 min;2;4
70077076;Murder Party;"A mild-mannered office drone plucks a Halloween party invitation off the street and suddenly finds himself the main event at a ""murder party.""";2007;2018-09-01;79 min;2;12
81014988;Once Again;After a chance phone call leads to daily conversations a widowed restaurant owner and a lonely film actor plan to finally meet in person.;2018;2018-09-01;101 min;2;5
80102950;Pee Mak;Mak's friends just want to protect him but his wife Nak won't let a small thing like her own death get in the way of true love in this horror-comedy.;2013;2018-09-01;112 min;2;4
80994108;Sisters;Her dad's deathbed confession leads Julia to discover she has more than 100 brothers and two sisters: troubled TV star Roxy and uptight lawyer Edie.;2018;2018-09-01;1 Season;1;4
70055221;Solo Con Tu Pareja;A yuppie playboy looks for a quick death after being falsely diagnosed with AIDS by a nurse who was once cheated by the young Casanova.;1991;2018-09-01;94 min;2;12
81005314;Sparring;A middle-aged boxer with a mixed record becomes a champion's sparring partner while dreaming of one last chance to end his career with a victory.;2017;2018-09-01;94 min;2;1
80242828;Stephanie;A menacing unseen force stalks a young girl living by herself in a suburban house where she's surrounded by reminders of her once-happy family.;2017;2018-09-01;86 min;2;6
81004223;Terrifier;On Halloween night inside a dilapidated apartment building Art the Clown stalks his victims slicing and slaughtering in terrifying silence.;2017;2018-09-01;84 min;2;4
80198730;The Keeping Hours;Years after the death of their only child and subsequent divorce a couple discovers that their son's ghost continues to inhabit their former home.;2017;2018-09-01;95 min;2;10
80999945;The Perfect Day;French soccer fans celebrities and athletes retrace the exhilarating events of July 12 1998 as France earned a historic win in the World Cup final.;2018;2018-09-01;93 min;2;1
81016043;The Promise;In the wake of the 1997 financial crisis two teens whose families face bankruptcy make a suicide pact – but one of them breaks the promise.;2017;2018-09-01;113 min;2;4
17672040;The River Wild;A turbulent vacation turns deadly when a fugitive and his crew kidnap a river rafting guide and her family forcing them down the dangerous river.;1994;2018-09-01;111 min;2;10
81004162;The Road to Calvary;Swept up in political unrest during World War I two sisters in St. Petersburg cope with turbulent romances as Russian history is made around them.;2017;2018-09-01;1 Season;1;1
81011096;최강전사 미니특공대 : 영웅의 탄생;Miniforce a special task force of elite rangers takes on the Lizard Army to save Earth before it’s too late in this prequel to the TV series.;2018;2018-09-01;68 min;2;11
80150507;Cathedral of the Sea;In 14th-century Barcelona a serf's determined climb to wealth and freedom incurs the disdain of the noble class and the suspicion of the Inquisition.;2017;2018-08-31;1 Season;1;4
70254350;Chennai Express;What could have been a sad journey turns joyful for Rahul when he falls in love with a woman en route to submerging his grandfather's ashes.;2013;2018-08-31;135 min;2;1
80185065;Inside the Criminal Mind;Explore the psychological machinations and immoral behavior that define the most nefarious types of criminals.;2018;2018-08-31;1 Season;1;4
70033611;Justice My Foot!;Slick lawyer Sung fears he's been cursed with bad karma and considers giving up his practice – until he's approached by a widow accused of murder.;1992;2018-08-31;95 min;2;1
80117552;Ozark;A financial adviser drags his family from Chicago to the Missouri Ozarks where he must launder $500 million in five years to appease a drug boss.;2018;1900-01-01;2 Seasons;1;4
80191522;Paradise PD;An eager young rookie joins the ragtag small-town police force led by his dad as they bumble squabble and snort their way through a big drug case.;2018;2018-08-31;1 Season;1;4
80997863;Prince Charming;Two young buddies seek love in Hawaii and upon returning home in disappointment soon entangle themselves in a messy identity swap.;1984;2018-08-31;93 min;2;5
80223138;The Comedy Lineup;A diverse group of up-and-coming comedians perform 15-minute sets in this stand-up comedy showcase series.;2018;1900-01-01;2 Seasons;1;4
80114719;The Laws of Thermodynamics;A physicist uses the laws of thermodynamics to describe romance and relationships but his theories prove faulty when it comes to his own love life.;2018;2018-08-31;101 min;2;4
80095299;Ultimate Beastmaster;In this intense obstacle course series elite athletes from the U.S. and other countries compete for cash prizes individual glory and national pride.;2018;1900-01-01;3 Seasons;1;1
80156006;Ultimate Beastmaster México;Competitors representing countries from around the world battle it out on a grueling obstacle course. Luis Ernesto Franco and Inés Sainz host.;2018;1900-01-01;3 Seasons;1;1
80220145;Undercover Law;Female intelligence agents infiltrate the disparate aspects of a Colombian cartel in an attempt to take down the drug lords and their associates.;2017;2018-08-31;1 Season;1;4
81020576;Yeh Meri Family;In the summer of 1998 middle child Harshu balances school family friendship and other challenges of growing up.;2018;2018-08-31;1 Season;1;5
81006598;The Surrounding Game;Teens in America dedicate themselves to the Asian game of Go which originated in ancient China drawing meaningful life lessons along the way.;2018;2018-08-30;98 min;2;1
80226619;Be-Be-Bears;Bear buddies Bucky and Bjorn play games go on far-out adventures and learn about wondrous new things together.;2018;2018-08-29;1 Season;1;3
70267834;Inequality for All;Former U.S. Labor Secretary Robert Reich makes a compelling case about the serious crisis the U.S. faces due to the widening economic gap.;2013;2018-08-29;90 min;2;8
81002601;Conjuring Spirit;In the wake of her husband's betrayal a novelist and mother moves to an old building where she receives a music box and encounters a strange spirit.;2014;2018-08-28;112 min;2;4
80177776;Naam Shabana;A fiery young woman accepts help from a spy agency to avenge her lover's murder. In return she must prove herself as one of their top recruits.;2017;2018-08-28;141 min;2;1
81016192;Qarib Qarib Singlle;After reluctantly joining a dating app a 35-year-old widow accompanies an easygoing poet on a trip to visit three of his exes.;2017;2018-08-28;120 min;2;1
81016194;Spyder;When an Intelligence Bureau officer’s phone-tapping day job leads him to a serial killer he must track down and thwart the murderer’s next steps.;2017;2018-08-28;140 min;2;1
