show_id,genre_id
80179556,7
80188902,3
81045054,4
81026477,7
80989891,1
80051137,12
81042804,1
80240817,20
80116922,20
80240715,4
80222301,8
80207046,20
80989867,1
80216124,12
80187030,6
80191239,6
80105699,6
80075595,5
80195522,6
80996957,11
81010212,2
80065754,8
80995991,13
81001121,17
80144453,15
81009829,2
81025391,1
80225595,4
81033201,3
70253594,8
70266069,4
70035037,3
81016342,4
81016408,3
80189522,6
80201490,3
81001412,14
80993105,8
80152350,12
80195198,1
80191044,2
80999067,10
81003741,2
80177346,6
81002594,22
80244190,4
80211229,5
80204730,12
80211590,4
80187306,13
80988989,4
80990571,20
81012943,8
81029884,1
81004280,6
81036338,8
80058480,3
80212701,1
70216819,4
70124651,22
81013509,2
81002685,4
70204955,11
70285697,8
81018536,2
80107514,6
81030201,3
81024726,3
81015153,4
81030198,3
80017265,3
81024716,8
80227959,20
81028939,5
80106306,8
60034549,8
80135353,8
80229852,5
80995077,10
70126809,3
80995044,1
81031038,14
